zip_code_prefix;city;state;geom;geog;latitude_avg;longitude_avg
28053;campos dos goytacazes;RJ;;;-21.746686962011808;-41.353827401724025
9291;santo andre;SP;;;-23.645729347481154;-46.518892643487824
1301;sao paulo;SP;;;-23.550812799901816;-46.65525802969017
95705;bento goncalves;RS;;;-29.159003201842477;-51.49977005197258
2229;sao paulo;SP;;;-23.47929118373822;-46.56787618526742
5868;sao paulo;SP;;;-23.660562499307517;-46.7754027171793
23092;rio de janeiro;RJ;;;-22.869434839575295;-43.55443024078128
78200;caceres;MT;;;-16.085822367663457;-57.696735618862974
1105;sao paulo;SP;;;-23.533744232586976;-46.63063486274458
60420;fortaleza;CE;;;-3.764602875382307;-38.551905696779954
84640;bituruna;PR;;;-26.15574248986108;-51.56711222294422
5005;sao paulo;SP;;;-23.532997033585296;-46.669557247850406
65054;sao luis;MA;;;-2.5545282652192807;-44.21309341470791
20755;rio de janeiro;RJ;;;-22.886847115730887;-43.29711736635127
12490;sao bento do sapucai;SP;;;-22.690669999999955;-45.735499999999945
25922;mage;RJ;;;-22.66646668441372;-43.12945236438105
13085;campinas;SP;;;-22.792785003606685;-47.08550995989381
9220;santo andre;SP;;;-23.624784000000005;-46.53954225000001
88850;forquilhinha;SC;;;-28.748325046839994;-49.483182534145975
46880;itaberaba;BA;;;-12.521098299259362;-40.30992529346268
3164;sao paulo;SP;;;-23.54644456287144;-46.60552943574358
74885;goiania;GO;;;-16.735303440722898;-49.20675061407453
91740;porto alegre;RS;;;-30.103303723122416;-51.215815419555454
62030;sobral;CE;;;-3.668229235718116;-40.37281407181986
95670;gramado;RS;;;-29.37923247792722;-50.88445107799066
29560;guacui;ES;;;-20.7749205;-41.67766799999998
5442;sao paulo;SP;;;-23.54191093089615;-46.697697408823366
4547;sao paulo;SP;;;-23.593508999999997;-46.69160489873891
85506;pato branco;PR;;;-26.24206599567016;-52.67532762924004
74484;goiania;GO;;;-16.700258999999946;-49.352340499999954
45970;itanhem;BA;;;-17.167313907077183;-40.33230932986439
77022;palmas;TO;;;-10.227705125208283;-48.32585981465984
4833;sao paulo;SP;;;-23.744100100187264;-46.70674982003745
96400;bage;RS;;;-31.32151917200534;-54.10078389798132
30810;belo horizonte;MG;;;-19.902939296150898;-43.988673262709824
27937;macae;RJ;;;-22.39913877640838;-41.79264119818028
30411;belo horizonte;MG;;;-19.92159682447856;-43.95817411951201
9845;sao bernardo do campo;SP;;;-23.745017999999945;-46.572645499999965
5033;sao paulo;SP;;;-23.52327986288882;-46.686732228836064
7998;francisco morato;SP;;;-23.2894526643158;-46.73524341412425
6420;barueri;SP;;;-23.507324736473898;-46.88916151453831
72304;brasilia;DF;;;-15.866991460932812;-48.06216204981815
31010;belo horizonte;MG;;;-19.917625059698125;-43.91323566831868
59084;natal;RN;;;-5.868729586184966;-35.19870162808015
13150;cosmopolis;SP;;;-22.630409321010436;-47.20184824565054
4514;sao paulo;SP;;;-23.601581643083783;-46.67165999027648
4844;sao paulo;SP;;;-23.74981810254469;-46.69876375197105
4563;sao paulo;SP;;;-23.607743741329536;-46.68867314348783
28640;carmo;RJ;;;-21.931793494070657;-42.60935545143997
97015;santa maria;RS;;;-29.689198816146927;-53.8064289212743
4024;sao paulo;SP;;;-23.603000395781635;-46.64456275965141
4742;sao paulo;SP;;;-23.650419321945925;-46.69840379822837
28950;armacao dos buzios;RJ;;;-22.765556142540756;-41.89927673881432
13044;campinas;SP;;;-22.95282064788205;-47.02865383550558
12051;taubate;SP;;;-23.0160027253675;-45.582021391676
2517;sao paulo;SP;;;-23.506064518177627;-46.666119310577606
3124;sao paulo;SP;;;-23.56786401832186;-46.59242413059029
47640;santa maria da vitoria;BA;;;-13.38994230959882;-44.19380658365402
30130;belo horizonte;MG;;;-19.938406212043407;-43.93702206884405
6404;barueri;SP;;;-23.50682727840872;-46.87255898428397
33600;pedro leopoldo;MG;;;-19.652292291953287;-44.056767929538886
39205;tres marias;MG;;;-18.20706591428001;-45.21946726191109
5417;sao paulo;SP;;;-23.56536319233657;-46.68764024978366
82540;curitiba;PR;;;-25.38321753667202;-49.24633927996784
62850;cascavel;CE;;;-4.123006726243445;-38.24515186603778
28470;santo antonio de padua;RJ;;;-21.53063424894017;-42.19299779303212
11075;santos;SP;;;-23.944502325841068;-46.33124278031053
18540;porto feliz;SP;;;-23.213642809967485;-47.52204509959029
89110;gaspar;SC;;;-26.92832230624144;-48.95428876197569
4052;sao paulo;SP;;;-23.610706900080807;-46.63994543519532
36015;juiz de fora;MG;;;-21.75964925062038;-43.353198256592975
17511;marilia;SP;;;-22.181007751312865;-49.963543554532905
88132;palhoca;SC;;;-27.64301988374891;-48.6725565749633
3153;sao paulo;SP;;;-23.597540896712868;-46.57904377939821
6311;carapicuiba;SP;;;-23.5215728152839;-46.8470896586926
25956;teresopolis;RJ;;;-22.430047012910247;-42.96533733393267
8051;sao paulo;SP;;;-23.51489022861713;-46.47171934292568
14165;sertaozinho;SP;;;-21.11122796736243;-47.98897470494354
37561;pouso alegre;MG;;;-22.29155669701961;-45.91207364476194
61890;guaiuba;CE;;;-4.041626306431128;-38.637472387409765
89580;fraiburgo;SC;;;-27.029491198616498;-50.91302665918517
29166;serra;ES;;;-20.19917293680029;-40.229474685674674
1154;sao paulo;SP;;;-23.53158118373822;-46.66174681473255
11030;santos;SP;;;-23.981964066882146;-46.31003955926474
70875;brasilia;DF;;;-15.738024173754896;-47.88918426449883
83203;paranagua;PR;;;-25.5093731854412;-48.51834821967465
8142;sao paulo;SP;;;-23.524553514570957;-46.389812155144575
8720;mogi das cruzes;SP;;;-23.544247080541076;-46.177063403141375
1031;sao paulo;SP;;;-23.536864121011018;-46.63349313820771
13402;piracicaba;SP;;;-22.74889090313922;-47.67870263641869
99835;aurea;RS;;;-27.69722350739536;-52.055877900089214
90035;porto alegre;RS;;;-30.02933889702238;-51.21207766403137
8685;suzano;SP;;;-23.518986378516367;-46.30593493772759
18603;botucatu;SP;;;-22.88432509788077;-48.45934051463188
79333;corumba;MS;;;-19.000792616120705;-57.66799470012542
2808;sao paulo;SP;;;-23.467425066333888;-46.70391530322004
7787;cajamar;SP;;;-23.33533144333977;-46.82864717398648
30335;belo horizonte;MG;;;-19.947131521899543;-43.920072533294665
35901;itabira;MG;;;-19.660085734123605;-43.232502918518094
1533;sao paulo;SP;;;-23.57219854010617;-46.63913109824576
7840;franco da rocha;SP;;;-23.31636794199424;-46.73219626484425
65066;sao luis;MA;;;-2.5070346576439486;-44.21214992867017
26383;queimados;RJ;;;-22.70428020978459;-43.57128748459774
87190;sao jorge do ivai;PR;;;-23.43603704981107;-52.28841988201226
22733;rio de janeiro;RJ;;;-22.90805540699587;-43.365076570333606
7793;cajamar;SP;;;-23.412406339751573;-46.837639395854666
4729;sao paulo;SP;;;-23.637621164031383;-46.71906179516995
8675;suzano;SP;;;-23.541501788825254;-46.30822670460166
8573;itaquaquecetuba;SP;;;-23.495851409134296;-46.35654557859026
8694;suzano;SP;;;-23.514412877515863;-46.29686985093653
85350;nova laranjeiras;PR;;;-25.30872458394816;-52.54606026185847
56330;petrolina;PE;;;-9.377889517889177;-40.49594016180967
25670;petropolis;RJ;;;-22.485110293266917;-43.211151049082765
3184;sao paulo;SP;;;-23.56336681626177;-46.58636668526744
5402;sao paulo;SP;;;-23.5708425;-46.69058249999999
3989;sao paulo;SP;;;-23.61284443493552;-46.47967172745109
37800;guaxupe;MG;;;-21.309842064487707;-46.7248749153552
17700;osvaldo cruz;SP;;;-21.78761366528708;-50.87213184519997
1211;sao paulo;SP;;;-23.53582223582903;-46.651605049299015
15070;sao jose do rio preto;SP;;;-20.8170171874536;-49.36425413438004
25620;petropolis;RJ;;;-22.511952463273957;-43.1777121666574
3227;sao paulo;SP;;;-23.58368749624909;-46.5697617485429
98160;ivora;RS;;;-29.52147871707848;-53.57832458909973
79770;anaurilandia;MS;;;-22.186518666047206;-52.720175649737776
5723;sao paulo;SP;;;-23.64118724923539;-46.7311988716314
11665;caraguatatuba;SP;;;-23.64498629682881;-45.42645011145103
7263;guarulhos;SP;;;-23.464030452680458;-46.40153450291419
12285;cacapava;SP;;;-23.12432790309806;-45.71024262737953
64490;regeneracao;PI;;;-6.227942829611587;-42.6850333814357
54410;jaboatao dos guararapes;PE;;;-8.109694987159566;-35.02240163663283
44024;feira de santana;BA;;;-12.244947317790988;-38.98031811740434
13054;campinas;SP;;;-22.98752993345535;-47.11656504772553
16210;bilac;SP;;;-21.401868898287308;-50.468934178259445
9710;sao bernardo do campo;SP;;;-23.70899726008409;-46.54812620982171
86840;faxinal;PR;;;-23.99732810820379;-51.31358474739845
13098;campinas;SP;;;-22.820080499999992;-47.03556149999999
59196;pedro velho;RN;;;-6.4364449446840055;-35.217733313910585
4944;sao paulo;SP;;;-23.71020950597261;-46.77766430070986
28085;campos dos goytacazes;RJ;;;-21.720139625582693;-41.31045343206544
38025;uberaba;MG;;;-19.751249095475785;-47.93019340368748
28055;campos dos goytacazes;RJ;;;-21.748641111636665;-41.361873146946905
72465;brasilia;DF;;;;
34003;nova lima;MG;;;-19.987111307202653;-43.864415126814514
6132;osasco;SP;;;-23.56252661032884;-46.79832374505576
24210;niteroi;RJ;;;-22.901359568959617;-43.1241522171793
3313;sao paulo;SP;;;-23.54095417568814;-46.55943992146108
7063;guarulhos;SP;;;-23.457157219256768;-46.56012296350051
4761;sao paulo;SP;;;-23.662593167638065;-46.71798316763807
22640;rio de janeiro;RJ;;;-23.00373619547281;-43.32184116956918
21920;rio de janeiro;RJ;;;-22.79448670552253;-43.19901880099832
94410;viamao;RS;;;-30.08061351221984;-51.0272582031978
6622;jandira;SP;;;-23.551050344797275;-46.90425505423155
37545;cachoeira de minas;MG;;;-22.3542269096183;-45.77375361641286
2152;sao paulo;SP;;;-23.498158714409342;-46.573211734116185
65620;coelho neto;MA;;;-4.254789561525037;-43.02043037472462
15840;itajobi;SP;;;-21.311150026298016;-49.0511614229539
37150;carmo do rio claro;MG;;;-20.9776309991497;-46.11931317533268
5043;sao paulo;SP;;;-23.52601626721261;-46.68975372862293
24943;marica;RJ;;;-22.907234055760885;-42.93378233993956
78360;campo novo do parecis;MT;;;-13.657923924135602;-57.88838990978213
69303;boa vista;RR;;;2.803298771665072;-60.67586684273407
30140;belo horizonte;MG;;;-19.93647134886613;-43.92639691534425
45400;valenca;BA;;;-13.37094734588704;-39.07229361087708
75780;ipameri;GO;;;-17.721846775831402;-48.1599787292141
9980;diadema;SP;;;-23.69778997887861;-46.609911
17020;bauru;SP;;;-22.309153397714876;-49.06667943533956
4768;sao paulo;SP;;;-23.6721764074384;-46.71235296003805
6458;barueri;SP;;;-23.494709724651205;-46.8159959010025
95185;carlos barbosa;RS;;;-29.291861569560297;-51.51138872368569
76170;anicuns;GO;;;-16.465881142802168;-49.95539787351219
4324;sao paulo;SP;;;-23.653652752149583;-46.63635748917997
5379;sao paulo;SP;;;-23.564657650845408;-46.75373166028047
3123;sao paulo;SP;;;-23.56846632722605;-46.59821580904841
5012;sao paulo;SP;;;-23.5379062872641;-46.68116588565408
29920;rio bananal;ES;;;-19.271805837690685;-40.32772691399322
17601;tupa;SP;;;-21.930963035181065;-50.50950987814537
63300;lavras da mangabeira;CE;;;-6.755386742362436;-38.96694518611535
15140;balsamo;SP;;;-20.73610517485865;-49.580691244769085
79332;corumba;MS;;;-19.01253477537743;-57.65104755797853
20520;rio de janeiro;RJ;;;-22.92931946221692;-43.23596118471042
88301;itajai;SC;;;-26.91626999999994;-48.65245999999996
66080;belem;PA;;;-1.4219309958450534;-48.46648868235325
12213;sao jose dos campos;SP;;;-23.15014233700503;-45.91113031734969
14840;guariba;SP;;;-21.36235769739203;-48.232975701561735
95795;sao vendelino;RS;;;-29.36965041146749;-51.378081466662685
2033;sao paulo;SP;;;-23.50215379349651;-46.61688101249347
7729;caieiras;SP;;;;
44053;feira de santana;BA;;;-12.248846000198776;-38.97653313648826
8763;mogi das cruzes;SP;;;-23.58460518686723;-46.23073102478502
12926;braganca paulista;SP;;;-22.92600310699993;-46.53286499999996
49010;aracaju;SE;;;-10.910514518754546;-37.05240077699233
4543;sao paulo;SP;;;-23.59120154177962;-46.68781889731084
12230;sao jose dos campos;SP;;;-23.221431461827063;-45.888163895493165
6126;osasco;SP;;;-23.55001323680969;-46.79182616233078
12080;taubate;SP;;;-23.014906457628143;-45.55074777537135
32210;contagem;MG;;;-19.95289717247436;-44.030729447633405
9541;sao caetano do sul;SP;;;-23.62105546378897;-46.56510050291419
74645;goiania;GO;;;-16.671296999999946;-49.23724849999997
29170;serra;ES;;;-20.155123308644374;-40.27182103511451
13330;indaiatuba;SP;;;-23.089034640573622;-47.21441923786709
21320;rio de janeiro;RJ;;;-22.8858726103352;-43.34219063959268
21321;rio de janeiro;RJ;;;-22.88688293782105;-43.365750051474464
12248;sao jose dos campos;SP;;;-23.164548810433395;-45.80487447890817
26050;nova iguacu;RJ;;;-22.68788394858645;-43.474674774022965
9405;ribeirao pires;SP;;;-23.70206320161832;-46.40534820551376
2860;sao paulo;SP;;;-23.436867467943895;-46.712243713572605
44052;feira de santana;BA;;;-12.24615569663574;-38.94566629447746
24736;sao goncalo;RJ;;;-22.825408499999995;-42.96030074999999
3521;sao paulo;SP;;;-23.548877507357595;-46.51772421495759
82315;curitiba;PR;;;-25.41228842714524;-49.35922451457094
87309;campo mourao;PR;;;-24.031634774722807;-52.36000033249611
7152;guarulhos;SP;;;-23.40802531933689;-46.47133305879546
3377;sao paulo;SP;;;-23.575449467943912;-46.54265940605341
12236;sao jose dos campos;SP;;;-23.24656095920133;-45.89750073411618
62800;aracati;CE;;;-4.562180013655128;-37.76662475281954
72904;santo antonio do descoberto;GO;;;;
3371;sao paulo;SP;;;-23.571153607276788;-46.549201704137566
89251;jaragua do sul;SC;;;-26.491731442148883;-49.07562289508913
23071;rio de janeiro;RJ;;;-22.898275102977617;-43.57991583166944
74370;goiania;GO;;;-16.727890500000004;-49.34988899999999
88140;santo amaro da imperatriz;SC;;;-27.68723126004833;-48.78064877201771
20560;rio de janeiro;RJ;;;-22.918809812943557;-43.26535370468581
41741;salvador;BA;;;-12.970153992000766;-38.41364598491432
32681;betim;MG;;;-19.94839885206877;-44.11638429586245
88503;lages;SC;;;-27.83050585567545;-50.32859813849615
36570;vicosa;MG;;;-20.721937677884224;-42.86601159708953
36091;juiz de fora;MG;;;-21.70393682558144;-43.44140874935261
68633;dom eliseu;PA;;;-4.29672359708408;-47.56233693998556
64076;teresina;PI;;;-5.117030999999992;-42.76156949999999
9050;santo andre;SP;;;-23.67406207133365;-46.54253172678956
83606;campo largo;PR;;;-25.44794957803866;-49.54141858819425
9940;diadema;SP;;;-23.67034517594794;-46.60576971189919
70680;brasilia;DF;;;-15.78404999999995;-47.91689999999997
4615;sao paulo;SP;;;-23.620032660280465;-46.67092443075191
88763;santa rosa de lima;SC;;;-28.038920678369895;-49.12433449011333
36016;juiz de fora;MG;;;-21.772205528997677;-43.35345796280802
28735;quissama;RJ;;;-22.10518695179813;-41.45979324090135
16800;mirandopolis;SP;;;-21.131534491601712;-51.10568265114781
6656;itapevi;SP;;;-23.55266738040897;-46.9176766002288
85601;francisco beltrao;PR;;;-26.07915296665839;-53.06725661073275
71705;brasilia;DF;;;-15.874832134358124;-47.97308684520274
81925;curitiba;PR;;;-25.549456442408683;-49.25875779739164
13073;campinas;SP;;;-22.88093166586252;-47.068424969313
42850;dias d'avila;BA;;;-12.612785254478522;-38.30880282506203
25959;teresopolis;RJ;;;-22.45422000101887;-42.98223428751139
4321;sao paulo;SP;;;-23.64518277768481;-46.64275852192855
41770;salvador;BA;;;-12.979645413776984;-38.44513962533874
14960;novo horizonte;SP;;;-21.46284342229134;-49.21918836311204
70344;brasilia;DF;;;-15.810425241155905;-47.89530758397044
13203;jundiai;SP;;;-23.221847481562573;-46.86292270289681
91150;porto alegre;RS;;;-30.00191787642484;-51.12065583605986
8554;poa;SP;;;-23.513556753541963;-46.36541541384087
26087;nova iguacu;RJ;;;-22.71242123107117;-43.51886527337452
22441;rio de janeiro;RJ;;;-22.9835768104334;-43.22072313001338
78643;querencia;MT;;;-12.361718999999947;-52.59058549999996
6419;barueri;SP;;;-23.475866148343336;-46.88521871906254
27521;resende;RJ;;;-22.46868075491955;-44.46342640674589
22270;rio de janeiro;RJ;;;-22.95379584124873;-43.18465490536092
79052;campo grande;MS;;;-20.495221534045186;-54.58451356733091
15086;sao jose do rio preto;SP;;;-20.84877053899188;-49.38347792409516
13920;pedreira;SP;;;-22.73824150585765;-46.8958585777586
11930;pariquera-acu;SP;;;-24.72923631512427;-47.8751448746274
4675;sao paulo;SP;;;-23.66642540233641;-46.69445002223827
6437;barueri;SP;;;-23.5420009843073;-46.88815006992992
93510;novo hamburgo;RS;;;-29.684009472963563;-51.128338877236175
69098;manaus;AM;;;-3.055339005828373;-59.96164549777829
23012;rio de janeiro;RJ;;;-22.88815387097058;-43.52880192338602
49290;itabaianinha;SE;;;-11.27768921439404;-37.79492157106024
88020;florianopolis;SC;;;-27.59598577448037;-48.54618547457063
35650;pitangui;MG;;;-19.68475338758687;-44.88441675374985
89225;joinville;SC;;;-26.25351566740153;-48.80168204279203
28970;araruama;RJ;;;-22.871874606599256;-42.26921988909431
66093;belem;PA;;;-1.4381200036353377;-48.46516609521599
3461;sao paulo;SP;;;-23.569085514570943;-46.52738665237461
44790;campo formoso;BA;;;-10.506779999999935;-40.31730999999997
21830;rio de janeiro;RJ;;;-22.877869452680468;-43.48459215889548
32041;contagem;MG;;;-19.914063847840072;-44.07076715589755
4076;sao paulo;SP;;;-23.604786146546243;-46.65663831349181
21311;rio de janeiro;RJ;;;-22.895820973916518;-43.322793102285125
15706;jales;SP;;;-20.267391961658845;-50.55765486215137
46430;guanambi;BA;;;-14.224788977578138;-42.77686614606025
27522;resende;RJ;;;-22.475984416873462;-44.47082746073056
83060;sao jose dos pinhais;PR;;;-25.49540787967335;-49.155607852098925
82560;curitiba;PR;;;-25.398981180227207;-49.24692992975385
8505;ferraz de vasconcelos;SP;;;-23.551383836506066;-46.36863715408518
14900;itapolis;SP;;;-21.59119807780176;-48.81835065575072
18055;sorocaba;SP;;;-23.489741556206333;-47.509921178602326
2318;sao paulo;SP;;;-23.45490508159733;-46.59270606480468
6767;taboao da serra;SP;;;-23.61680127254892;-46.786842838738565
17280;pederneiras;SP;;;-22.3308507978399;-48.80069173298912
29112;vila velha;ES;;;-20.360474072335023;-40.351867185473125
91330;porto alegre;RS;;;-30.02870741909516;-51.16881473134623
24808;itaborai;RJ;;;-22.75434323888169;-42.85544570756432
41100;salvador;BA;;;-12.9668746207144;-38.462215490099865
1415;sao paulo;SP;;;-23.551840037191976;-46.65455309547579
11020;santos;SP;;;-23.962449666397312;-46.31498829170751
35450;itabirito;MG;;;-20.25779584611288;-43.81183983084434
69307;boa vista;RR;;;2.8599291953648303;-60.66381222549073
2420;sao paulo;SP;;;-23.476078906745908;-46.63411838565408
82720;curitiba;PR;;;-25.366615579893026;-49.22720183056799
29338;itaipava;ES;;;-20.89085590601894;-40.78359105250613
28941;sao pedro da aldeia;RJ;;;-22.837704326139622;-42.09941559909131
23017;rio de janeiro;RJ;;;-22.915539999999964;-43.54233999999997
5882;sao paulo;SP;;;-23.683086209273448;-46.78696567415893
95585;arroio do sal;RS;;;-29.48380099178912;-49.83993538512621
5314;sao paulo;SP;;;-23.534948702752576;-46.73391596448145
2636;sao paulo;SP;;;-23.45594288980902;-46.646095945322855
13202;jundiai;SP;;;-23.207180112486483;-46.87693047864591
35408;glaura;MG;;;;
38444;araguari;MG;;;-18.63020066912271;-48.178446382597535
6711;cotia;SP;;;-23.6150603215516;-46.837480828765536
95300;lagoa vermelha;RS;;;-28.21842769786725;-51.53643410117896
8584;itaquaquecetuba;SP;;;-23.424511528429004;-46.35360547403141
35290;mantena;MG;;;-18.770099240376577;-41.003344327705264
11629;sao sebastiao;SP;;;-23.762636109354258;-45.41314194601535
7023;guarulhos;SP;;;-23.478156;-46.5416505
11750;peruibe;SP;;;-24.30942886354128;-46.991091315656
1452;sao paulo;SP;;;-23.56883153079836;-46.69199439364803
13083;campinas;SP;;;-22.805125239800333;-47.07162026686478
8371;sao paulo;SP;;;-23.59585455193871;-46.42393709638021
88703;tubarao;SC;;;-28.544618175464237;-49.06151957617777
51020;recife;PE;;;-8.109659996393315;-34.89334721273588
35480;bonfim;MG;;;-20.32778901692791;-44.23990763510544
80540;curitiba;PR;;;-25.39986976934627;-49.25998715153791
94836;alvorada;RS;;;-30.000191890403272;-51.029234623602704
38740;patrocinio;MG;;;-18.96081539046384;-47.00148282201047
85010;guarapuava;PR;;;-25.38999640215828;-51.47482035400201
90430;porto alegre;RS;;;-30.03327;-51.20423325688145
75830;mineiros;GO;;;-17.545195576304636;-52.53858860410263
22221;rio de janeiro;RJ;;;-22.931508341392973;-43.18179399042069
91450;porto alegre;RS;;;-30.047581192965318;-51.13461203217546
70760;brasilia;DF;;;-15.746845499999996;-47.89820699999999
13082;campinas;SP;;;-22.829166690333924;-47.09886947241718
5267;sao paulo;SP;;;-23.44010656702638;-46.78960911740432
13273;valinhos;SP;;;-22.946686728177077;-46.9746763873937
4086;sao paulo;SP;;;-23.61573639078998;-46.6637504454671
13417;piracicaba;SP;;;-22.746032877835145;-47.63636231303046
25065;duque de caxias;RJ;;;-22.77760106919542;-43.29066335228759
13206;jundiai;SP;;;-23.211714582578274;-46.8753760355472
4434;sao paulo;SP;;;-23.684751650008693;-46.66874074701369
45607;itabuna;BA;;;-14.8127254052167;-39.27498269663575
1123;sao paulo;SP;;;-23.529307180131543;-46.63490526351788
20260;rio de janeiro;RJ;;;-22.913297402446734;-43.20920670635925
87302;campo mourao;PR;;;-24.037123500000003;-52.39895399999999
21511;rio de janeiro;RJ;;;-22.835470582901703;-43.35969242165472
25250;duque de caxias;RJ;;;-22.577232122164883;-43.305237856841536
88200;tijucas;SC;;;-27.24191068154528;-48.61743425899997
44574;santo antonio de jesus;BA;;;-12.976895206207752;-39.25308429656357
78640;canarana;MT;;;-13.55856770863092;-52.26752495815682
6850;itapecerica da serra;SP;;;-23.70404669608747;-46.851423799613336
6395;carapicuiba;SP;;;-23.53001209630836;-46.84894223601885
85685;nova prata do iguacu;PR;;;-25.64044366516244;-53.34450735383426
89650;treze tilias;SC;;;-26.99928007635342;-51.41862192626861
29230;anchieta;ES;;;-20.804829673444225;-40.649292
8473;sao paulo;SP;;;-23.52946681265509;-46.63502230919265
2563;sao paulo;SP;;;-23.4921242514571;-46.67252903941368
89203;joinville;SC;;;-26.302574503750908;-48.85193236372555
41745;salvador;BA;;;-12.93145544768877;-38.40926859627693
13466;americana;SP;;;-22.752315072998982;-47.32371492368279
3984;sao paulo;SP;;;-23.607115208436724;-46.51384694379366
27331;barra mansa;RJ;;;-22.55485206578562;-44.14880077684809
70743;brasilia;DF;;;-15.766987500000004;-47.88392399999999
30516;belo horizonte;MG;;;-19.954340570633057;-43.98677951762936
13238;campo limpo paulista;SP;;;-23.237674244304586;-46.76839048567362
86450;quatigua;PR;;;-23.57524580904836;-49.91439940452419
9991;diadema;SP;;;-23.695052270875475;-46.61040065612552
80740;curitiba;PR;;;-25.44145496502972;-49.31273063488947
56326;petrolina;PE;;;-9.356843074932229;-40.48439605274388
26165;belford roxo;RJ;;;-22.735079682038137;-43.38748613936333
38280;iturama;MG;;;-19.72379754927861;-50.18472635169813
20730;rio de janeiro;RJ;;;-22.89702020676329;-43.30023388550985
48900;juazeiro;BA;;;-9.43077319936269;-40.50362722887868
44085;feira de santana;BA;;;-12.25560541271852;-38.92030328864908
12308;jacarei;SP;;;-23.30139631473257;-45.96172658840667
2878;sao paulo;SP;;;-23.450662163194657;-46.68685226741304
11673;caraguatatuba;SP;;;-23.6376693781232;-45.440386507791175
85555;palmas;PR;;;-26.48257236390896;-51.9929615275
27353;barra mansa;RJ;;;-22.56314478067754;-44.25649843818681
1229;sao paulo;SP;;;-23.54108734139297;-46.65733920275257
98910;tres de maio;RS;;;-27.713180999999945;-54.26528299999997
13670;santa rita do passa quatro;SP;;;-21.69177606516385;-47.47882812541438
4039;sao paulo;SP;;;-23.59781341993187;-46.65027211809684
22051;rio de janeiro;RJ;;;-22.972496751601327;-43.18950774937962
13476;americana;SP;;;-22.744040339102405;-47.24289505970237
21931;rio de janeiro;RJ;;;-22.805776179896323;-43.20393517954484
78240;porto esperidiao;MT;;;-15.47335328021274;-59.08996994865012
14110;bonfim paulista;SP;;;-21.185944576067463;-47.81498292186677
14240;cajuru;SP;;;-21.272672631957786;-47.30592892225557
89500;cacador;SC;;;-26.77759782919396;-51.0266006692904
36888;muriae;MG;;;-21.118499256448757;-42.38232130252754
68628;paragominas;PA;;;-2.9871835529890944;-47.35353570314082
14930;boa esperanca do sul;SP;;;-21.998055203292065;-48.38377561011862
22795;rio de janeiro;RJ;;;-23.026044731317555;-43.46104142146108
18610;botucatu;SP;;;-22.85427884984708;-48.44620612975359
90540;porto alegre;RS;;;-30.0207634565756;-51.18892235636796
4621;sao paulo;SP;;;-23.623332097697496;-46.68454356272721
37190;tres pontas;MG;;;-21.37265818200068;-45.51500579722833
63010;juazeiro do norte;CE;;;-7.201908;-39.320293500000005
51335;recife;PE;;;-8.115893239194207;-34.962278031272874
13013;campinas;SP;;;-22.91123520843672;-47.05819755314793
5778;sao paulo;SP;;;-23.64054058006812;-46.75217512101102
1407;sao paulo;SP;;;-23.5784800999192;-46.67516750652087
94085;gravatai;RS;;;-29.92480530030584;-51.05765008465576
6172;osasco;SP;;;-23.54204599711017;-46.81338237476369
13210;jundiai;SP;;;-23.21955226311385;-46.88331318927813
38900;bambui;MG;;;-20.0077335;-45.9787545
94420;viamao;RS;;;-30.019941040799285;-51.024457024074096
13207;jundiai;SP;;;-23.1954527149576;-46.885125855675454
25870;comendador levy gasparian;RJ;;;-22.0296234152697;-43.20507649341323
49535;sao miguel do aleixo;SE;;;-10.386074758058108;-37.37878589064772
79002;campo grande;MS;;;-20.45701824063706;-54.60285131989711
4363;sao paulo;SP;;;-23.64684593421437;-46.6660547231519
57601;palmeira dos indios;AL;;;-9.41159178735396;-36.637984817969446
18520;cerquilho;SP;;;-23.17098515567461;-47.73847012348546
83602;campo largo;PR;;;-25.464021140347796;-49.550451239912576
3431;sao paulo;SP;;;-23.554133203993324;-46.53048959908248
13480;limeira;SP;;;-22.564590914795996;-47.40315315223038
5625;sao paulo;SP;;;-23.591119945322877;-46.72995539425242
85568;saudade do iguacu;PR;;;-25.69578996866945;-52.61843628299726
18950;ipaussu;SP;;;-23.05035208242116;-49.62755542394423
73770;alto paraiso de goias;GO;;;-14.134031989630474;-47.51351624236543
21060;rio de janeiro;RJ;;;-22.86491138051819;-43.256420108805976
4084;sao paulo;SP;;;-23.61744914654625;-46.65815128795659
3660;sao paulo;SP;;;-23.523945619221767;-46.50583600788512
6787;taboao da serra;SP;;;-23.62704363918865;-46.79980025520799
5409;sao paulo;SP;;;-23.555476749379626;-46.67548530850014
87015;maringa;PR;;;-23.42880633856904;-51.97183135000928
51340;recife;PE;;;-8.122360279603889;-34.95497258201993
20541;rio de janeiro;RJ;;;-22.92531913366395;-43.25369631041029
7500;santa isabel;SP;;;-23.313367272379296;-46.23184349266853
13084;campinas;SP;;;-22.81905949374732;-47.09337872045235
5026;sao paulo;SP;;;-23.5338118842691;-46.69166880806747
91430;porto alegre;RS;;;-30.052386519109746;-51.14631362022254
75860;quirinopolis;GO;;;-18.456132837578057;-50.45264691362931
55022;caruaru;PE;;;-8.277214568411361;-35.931514851780314
95047;caxias do sul;RS;;;-29.123703751343527;-51.18499659404691
28860;casimiro de abreu;RJ;;;-22.49029494139157;-42.20048481554468
